dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;dcat.relation;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.parent_domain;default.update_frequency;custom.cycle;custom.periodicity;custom.test-meta;datasetid
;2014-05-24;;;;;;;;;;;;;;;;Facilités de circulation;<p>Facilités de circulation des agents SNCF et des ayants droit.</p>;Social et ressources humaines;facilité circulation ,Paie et Famille;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2023-03-09T08:24:19+00:00;False;True;2023-03-09T08:24:19+00:00;2023-03-09T08:24:19.307000+00:00;world_fr;True;France;;;SNCF;;5;;;;;;;False;;;;Irrégulière;;facilites-circulation
;;;;;;Annuelle;;Depuis 1994;;;;;;;;;Origine des saisines du Médiateur SNCF;"<p style=""font-family: Avenir, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Ces données sont issues des rapports annuels du Médiateur SNCF.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">La Médiation SNCF permet aux voyageurs de demander un deuxième avis sur leurs réclamations. Elle constitue un mode de règlement simple et gratuit des litiges entre SNCF et ses clients.</p>";Informations Institutionnelles;Médiateur,Litiges;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2025-06-17T11:58:12+00:00;False;True;2025-06-17T11:58:12+00:00;2025-08-27T11:33:41.157000+00:00;world_fr;True;France;;;SNCF;;31;;;;;;;False;;;;Annuelle;;origine-mediateur-sncf
;;;;;;;;;;;;;;;;;Contrôles de propreté en gare;<p>Ce jeu de données informe sur le niveau de propreté des gares. </p><p><strong>La propreté des gares est un enjeu fort pour SNCF. En vue de satisfaire les clients, SNCF réalise, conjointement avec le prestataire, des contrôles de conformité de la prestation de nettoyage, dont la fréquence varie en fonction de l’importance de la gare. Ces contrôles reposent sur la réalisation d’observations dans différentes zones de la gare abord, accès, hall, quais, … et sur différents supports (vitres, sols, signalétique). L’obligation de résultat est fixée à 90% de conformité minimum. En deçà, des actions correctives sont déclenchées rapidement et s’inscrivent dans une démarche d’amélioration continue.</strong></p><p>Pour chaque gare, une ligne du jeu de données correspond à un ensemble mensuel de contrôles de propreté effectués suite au passage et actions des prestataires de nettoyage. Pour chaque mois sont indiqués le nombre d'observations total et le nombre d'observations non-conformes aux attendus dans la gare concernée.  </p><p>Le taux de conformité se calcule par l'opération (nb d’observations – nb de non-conformités)/(nb d’observations).</p>;Gares,Propreté;Propreté,Gares,Services en gare;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2025-09-01T22:00:44+00:00;False;True;2025-09-01T22:00:44+00:00;2025-09-01T22:00:44.206000+00:00;world_fr;True;France;;;Gares & Connexions;;74515;;;;;;;False;;;;Mensuelle;;proprete-en-gare
2014-07-07;;Direction cohésion & ressources humaines;;;;Annuelle;;Depuis 2010;;;;;;;;;Agents SNCF en situation de handicap;"<p>Agents SNCF en situation de handicap et en service au 31 décembre depuis 2010. <br/>*Suite à la réforme ferroviaire, le jeu de données prend en compte les agents en situation de handicap par EPIC, sans distinction de statut.</p><ul><li>“Agents au statut” : également désigné par “cadre permanent” à l’intérieur de SNCF, cette notion désigne une position statutaire, quelque soit le collège de l’agent, conforme aux dispositions de la directive interne RH 001 (“Statut des relations collectives entre la SNCF et son personnel”).</li><li>""Agents contractuels"" : désigne un agent qui n’est pas au statut, mais et qui est lié à SNCF par un contrat de travail de droit commun.</li></ul><div> <div> <p>En application de la <a href=""http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000000809647"" target=""_blank"">loi n° 2005 – 102 du 11 février 2005</a> pour l'égalité des droits et des chances, la participation et la citoyenneté des personnes handicapées, notamment les dispositions relatives au calcul de l’obligation d’emploi des travailleurs handicapés, le nombre d’unités déclaratives repris dans cet indicateur correspond au prorata des agents reconnus travailleurs de l’Épic SNCF, selon les trois critères suivants : temps de présence en entreprise, temps de travail et durée de la validité de la reconnaissance travailleur handicapé. </p><p>Ces données sont issues du Bilan social publié chaque année par la Direction cohésion &amp; ressources humaines de SNCF. Le bilan social présente les données relatives à l’ensemble du personnel de l’entreprise à l’exception des médecins qui interviennent dans le cadre de la médecine du travail et de la médecine de soins des agents en activité, des stagiaires, des concierges et du personnel contractuel sous contrait aidé.</p><p>

</p><p>

</p><p><b>A partir de 2019, le type d’effectif prise en compte par
le Bilan Social a été modifié : les effectifs présentés sont les effectifs
totaux ( et non plus les effectifs « réels).</b></p><p>

<b></b><i></i><u></u><sub></sub><sup></sup><strike></strike><br/></p><p>

<b></b><i></i><u></u><sub></sub><sup></sup><strike></strike><b></b><i></i><u></u><sub></sub><sup></sup><strike></strike><br/></p></div></div>";Social et ressources humaines;Social,Ressources humaines,Direction Cohésion;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2024-10-14T12:03:40+00:00;False;True;2024-10-14T12:03:40+00:00;2024-10-14T12:03:40.566000+00:00;world_fr;True;France;;;SNCF;;14;;;;;;;False;;;;Annuelle;;agents-situation-handicap
;;;;;;;;;;;;;;;;;Gabarit limite des obstacles hauts Voyageurs;<p>Gabarit limite des obstacles hauts pour le trafic voyageur sur les lignes du Réseau Ferré National.</p><p>Le gabarit indique la classification de la voie à la fois pour le gabarit de chargement (c’est-à-dire la limite d’encombrement que doit respecter le couple wagon-chargement circulant sur la portion de voie décrite) et pour le gabarit cinématique (c’est-à-dire le gabarit à respecter par les constructeurs de matériel roulant). </p><p>Sur ligne, il s’agit de la valeur la plus restrictive acceptée sur toutes les voies de la portion. </p><p>Les coordonnées géographiques sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS84 (EPSG:3857).</p><p>Dans certains cas, la transformation de la localisation ferroviaire en coordonnées géographiques n’est pas possible : ces coordonnées n’ont pas été collectées pour les lignes qui ne sont plus exploitées</p><p>Dernière mise à jour: 28/03/2024<br></p>;Réseau;SNCF RESEAU,Lignes,Infrastructure,Gabarit,Voyageur,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2022-03-24T10:36:55+00:00;True;True;2024-03-28T09:24:17+00:00;2025-09-19T01:10:39.518000+00:00;world;True;World;LineString,MultiLineString;"{""coordinates"": [[[9.44911977276206, 51.076054936274886], [-4.479243038222194, 51.076054936274886], [-4.479243038222194, 41.927543906494975], [9.44911977276206, 41.927543906494975], [9.44911977276206, 51.076054936274886]]], ""type"": ""Polygon""}";SNCF Réseau;;879;;;;;;;True;datasncf;;;Annuelle;;gabarit-limite-des-obstacles-hauts-voyageurs
;;;;;;;;;;;;;;;;;Classification d'armement des voies;"<p>Liste des voies du Réseau Ferré National typées par groupes Demaux.</p><p>L’admission sur une ligne du réseau ferré national d’un matériel moteur est notamment fonction de l’armement, du type de rail et éventuellement du rayon de courbure de la ligne considérée.</p><p>Les lignes sont classées de 1 à 5 (groupes Demaux) :</p><ul><li>Les lignes classées de 1 à 3 font l’objet de restrictions de circulation (tonnage et vitesse limite), notamment pour les lignes de rayon faible ;</li><li>Les lignes classées 4 à 5 sont accessibles sans restriction aux matériels moteurs respectant l’arrêté du 19 mars 2012 précité, sous réserve que le matériel présente des caractéristiques compatibles avec les sections sur lesquelles la circulation est envisagée.</li></ul><p>Les coordonnées géographiques sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS84 (EPSG:3857).</p><p>Dernière
mise à jour des données : 28/03/2024<br></p>";Description du réseau;SNCF RESEAU,Voies,Infrastructure,Armement,Géolocalisation,classification,Groupe Demaux;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2020-05-26T16:16:53+00:00;True;True;2024-03-28T08:45:07+00:00;2025-09-19T01:10:49.522000+00:00;world;True;World;LineString,MultiLineString;"{""coordinates"": [[[8.19524028338492, 51.05514133349061], [-4.479848798364401, 51.05514133349061], [-4.479848798364401, 42.4218333279714], [8.19524028338492, 42.4218333279714], [8.19524028338492, 51.05514133349061]]], ""type"": ""Polygon""}";SNCF Réseau;;17420;;;;;;;True;datasncf;;;Annuelle;;classification-darmement-des-voies
;2014-07-10;;;;;Annuelle;;Depuis 2010;;;;;;;;;Rémunération mensuelle moyenne brute des agents SNCF par qualification;"<p>Rémunération mensuelle moyenne brute des agents SNCF depuis 2010.</p><p>La rémunération mensuelle moyenne brute (en euros) est calculée à partir des rémunérations brutes imposables de chacun des mois (y compris prime de fin d’année). Elle est ramenée sur douze mois. Pour chaque mois, seule est prise en compte la rémunération des agents à temps complet présents tout le mois.</p><ul>
<li>“Agents au statut” : également désigné par “cadre permanent” à l’intérieur de SNCF, cette notion désigne une position statutaire, quelque soit le collège de l’agent, conforme aux dispositions de la directive interne RH 001 (“Statut des relations collectives entre la SNCF et son personnel”).</li><li>""Agents contractuels"" : désigne un agent qui n’est pas au statut, mais et qui est lié à SNCF par un contrat de travail de droit commun.</li></ul><p>Ces données sont issues du Bilan social publié chaque année par la Direction cohésion &amp; ressources humaines de SNCF. Le bilan social présente les données relatives à l’ensemble du personnel de l’entreprise à l’exception des médecins qui interviennent dans le cadre de la médecine du travail et de la médecine de soins des agents en activité, des stagiaires, des concierges et du personnel contractuel sous contrait aidé.</p><p>

</p><p><b>A partir de 2019, le type d’effectif prise en compte par
le Bilan Social a été modifié : les effectifs présentés sont les effectifs
totaux ( et non plus les effectifs « réels).</b></p><p>

<b></b><i></i><u></u><sub></sub><sup></sup><strike></strike><br></p>";Social et ressources humaines;Social,Ressources humaines,Rémunérations,Direction Cohésion;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2024-11-04T16:11:26+00:00;False;True;2024-11-04T16:11:26+00:00;2024-11-05T15:49:27.651000+00:00;world_fr;True;France;;;SNCF;;239;;;;;;;False;;;;Annuelle;;montant-remunerations-agents
;;;;;;;;;;;;;;;;;Nuage de points 3D des infrastructures ferroviaires;"<p>Échantillon d'environ 2km de données <a href=""https://fr.wikipedia.org/wiki/Lidar"" target=""_blank"">LiDAR</a> ferroportées en RGF93-CC44 / NGF-IGN69. </p><p>Les données au format compressé LAZ peuvent être converties en LAS via l'outil <a href=""http://www.laszip.org/"">http://www.laszip.org/</a> et lues via la bibliothèque <a href=""http://www.liblas.org/"">http://www.liblas.org/</a></p><p>Pour plus d'informations, <a href=""mailto:infra_psigt-lve-att-diff3d@sncf.fr"">contacter l'équipe en charge des données 3D d'infrastrutures</a> chez SNCF Réseau.</p>";Réseau;Réseau,Infrastructure,3D,Lidar,Données Topographiques;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2017-04-01T08:20:50+00:00;False;True;2017-04-01T08:20:50+00:00;2020-09-30T11:43:53.770000+00:00;world_fr;True;France;;;SNCF Réseau;;16;;;;;;;False;;;;;;nuage-points-3d
;;;;;;;;;;;;;;;;;Archives SNCF;"<h1 class="""" style=""border: 0px solid rgb(229, 231, 235); --tw-border-spacing-x: 0; --tw-border-spacing-y: 0; --tw-translate-x: 0; --tw-translate-y: 0; --tw-rotate: 0; --tw-skew-x: 0; --tw-skew-y: 0; --tw-scale-x: 1; --tw-scale-y: 1; --tw-pan-x: ; --tw-pan-y: ; --tw-pinch-zoom: ; --tw-scroll-snap-strictness: proximity; --tw-ordinal: ; --tw-slashed-zero: ; --tw-numeric-figure: ; --tw-numeric-spacing: ; --tw-numeric-fraction: ; --tw-ring-inset: ; --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgba(59,130,246,.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000; --tw-shadow: 0 0 #0000; --tw-shadow-colored: 0 0 #0000; --tw-blur: ; --tw-brightness: ; --tw-contrast: ; --tw-grayscale: ; --tw-hue-rotate: ; --tw-invert: ; --tw-saturate: ; --tw-sepia: ; --tw-drop-shadow: ; --tw-backdrop-blur: ; --tw-backdrop-brightness: ; --tw-backdrop-contrast: ; --tw-backdrop-grayscale: ; --tw-backdrop-hue-rotate: ; --tw-backdrop-invert: ; --tw-backdrop-opacity: ; --tw-backdrop-saturate: ; --tw-backdrop-sepia: ; font-size: 2.25rem; font-weight: 900; margin-bottom: 0px; line-height: 3.07rem; color: rgb(51, 51, 51); font-family: Avenir, sans-serif;""></h1><h1 class=""""><b style=""font-size: 1.375rem;"">Le Service Archives Documentation du Groupe SNCF présente son jeu de données Archives.</b><br/></h1><h3 class=""""><b>Afin de refléter au mieux la richesse et la diversité des
fonds conservés, cette base de données recense des archives historiques
numérisées issues de toutes les périodes de l’histoire de la SNCF depuis la
création du chemin de fer en France</b></h3><p class=""MsoNormal"">Plus de 12.500 dossiers sont présentées dans ce jeu de
données. Tous ces documents sont consultables sur le site <a href=""https://www.archives.sncf.com/"" target=""_blank"">https://www.archives.sncf.com</a> grâce
à un moteur de recherche performant.<o:p></o:p></p><p>





</p><p class=""MsoNormal""><span style=""color:#222222;background:#F7F8F9"">Le volume
d’archives disponible mis en ligne sera enrichi régulièrement avec de nouvelles
thématiques.</span></p><p class=""MsoNormal""><span style=""color:#222222;background:#F7F8F9""><br/></span></p><p class=""MsoNormal""><span style=""color:#222222;background:#F7F8F9""><o:p></o:p></span></p>";Archives et documentation,Patrimoine;Archives,Service Archives Documentation,Transparence;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2023-12-21T15:31:42+00:00;False;True;2023-12-21T15:31:42+00:00;2023-12-24T12:21:08.612000+00:00;;False;;;;SNCF;;12447;;;;;;;False;;;;Irrégulière;;archives-sncf-sardo
;;;;;;Temps réel;;;;;;;;;;;API théorique et temps réel;"<p>Accédez aux horaires planifiés et temps réel des trains SNCF ainsi qu'au moteur de calcul d'itinéraire.</p><p>L'API SNCF est accessible sur <a href=""https://numerique.sncf.com/startup/api/"" target=""_blank"">https://numerique.sncf.com/startup/api/</a> </p>";Horaires et itinéraires;API,Horaires,Temps réel;https://www.digital.sncf.com/startup/API/conditions-generales-dutilisation-de-lapi-sncf;;fr;fr;;2023-04-17T10:08:22+00:00;True;False;;2023-04-17T10:08:26.316000+00:00;world_fr;True;France;;;SNCF;;0;;;;;;;False;;;;Irrégulière;;api-sncf
;;;;;;;;;;;;;;;;;Achats : prévisions de consultations à 24 mois (previweb);"<p class=""MsoNormal"" style=""font-family: sans-serif; text-align: justify;""></p>
<table class=""table table-bordered"" style=""background-color: beige;"">
    <tbody>
        <tr>
            <td>
                <h4 style=""font-family: sans-serif; text-align: justify;"">
                    <b>Informations </b>
                </h4>
            </td>
        </tr>
        <tr>
            <td>
                <h4 style=""font-family: sans-serif; text-align: justify; font-size: 0.875rem;"">Une mise à jour du jeu de données a été effectuée au cours du mois de juillet 2025.</h4>
            </td>
        </tr>
    </tbody>
</table>
<br>
La Direction des Achats Groupe SNCF (DAG) publie les données de prévision de consultations à 24 mois, soit près de 500 consultations à venir sur toute la France métropolitaine et sur toutes les tranches de marchés.<span style=""border: 0px; font-style: inherit; font-variant: inherit; font-weight: inherit; font-stretch: inherit; font-size: 10.5pt; line-height: inherit; font-family: Avenir, serif, EmojiFont; font-optical-sizing: inherit; font-size-adjust: inherit; font-kerning: inherit; font-feature-settings: inherit; font-variation-settings: inherit; margin: 0px; padding: 0px; vertical-align: baseline; color: rgb(51, 51, 51);""> La DAG intervient </span><span style=""border: 0px; font-variant: inherit; font-weight: inherit; font-stretch: inherit; font-size: 10.5pt; line-height: inherit; font-family: Avenir, serif, EmojiFont; font-optical-sizing: inherit; font-size-adjust: inherit; font-kerning: inherit; font-feature-settings: inherit; font-variation-settings: inherit; margin: 0px; padding: 0px; vertical-align: baseline; color: rgb(51, 51, 51);""><span style=""font-style: inherit;"">en qualité de Centrale d’Achats du Groupe Public Unifié (GPU), conformément aux missions qui lui incombent en application de l’article 3 de ses statuts et à l’article L. 2113-2 du Code de la commande publique. </span></span><p style=""text-align: justify; "">Les onglets ""Tableau"" (téléchargeable ici <a href=""https://www.groupe-sncf.com/fr/groupe/fournisseurs/etre-fournisseur/previsions-marches"" rel=""noopener"" style=""font-family: sans-serif; font-size: 0.875rem; background-color: rgb(255, 255, 255);"" target=""_new"">Prévisions de marchés | Groupe SNCF</a><span style=""font-family: inherit; font-size: 0.875rem;"">)</span><span style=""font-family: inherit; font-size: 0.875rem; color: blue;""> </span><span style=""font-family: inherit; font-size: 0.875rem;"">et ""Carte"" présentent les données ventilées par régions métropolitaines. L'onglet ""Analyse"" permet de visualiser les données sous forme de graphique en tenant compte des éventuels filtres apportés (Catégories d'achats, Régions...). Les onglets ""Export"" et ""API"" permettent de télécharger les données ou de les récupérer de façon automatisée.</span></p><p style=""text-align: justify; "">Dans son rôle de “Centrale d’achats”, la DAG produit les achats transverses au travers de 8 Catégories d’achats, correspondant chacune à un marché de fournisseurs cohérent sur des familles d’achats transverses au groupe SNCF. <b style=""""><span style=""font-style: inherit;"">Vous retrouverez le détail des huit Catégories d’achats concernées dans l’onglet </span><a href=""https://ressources.data.sncf.com/explore/dataset/previweb-direction-des-achats-groupe-sncf-v4/custom/"" style=""font-style: italic; font-weight: bold;"" target=""_blank""><i><b>Management de la production</b></i></a><span style=""font-style: inherit;""> </span></b><span style=""font-style: inherit;"">de ce jeu de données. </span></p><p><span style=""font-style: inherit;""><b>Dans cet onglet vous retrouverez 4 sous-onglets : Organisation, Objectifs, Lexiques, Contacts avec toutes les informations utiles. </b></span></p>

<p></p><p style=""color: rgb(36, 36, 36); font-size: 11pt; font-family: Calibri, sans-serif; margin-bottom: 0px;""><b><span style=""border: 0px; font-style: inherit; font-variant: inherit; font-weight: inherit; font-stretch: inherit; font-size: 10.5pt; line-height: inherit; font-family: Avenir, serif, EmojiFont; font-optical-sizing: inherit; font-size-adjust: inherit; font-kerning: inherit; font-feature-settings: inherit; font-variation-settings: inherit; margin: 0px; padding: 0px; vertical-align: baseline; color: rgb(51, 51, 51);"">Si vous avez une question contactez-nous :</span></b><b><span style=""border: 0px; font-style: inherit; font-variant: inherit; font-weight: inherit; font-stretch: inherit; font-size: 10.5pt; line-height: inherit; font-family: Avenir, serif, EmojiFont; font-optical-sizing: inherit; font-size-adjust: inherit; font-kerning: inherit; font-feature-settings: inherit; font-variation-settings: inherit; margin: 0px; padding: 0px; vertical-align: baseline; color: rgb(51, 51, 51);""> </span></b><a data-linkindex=""0"" href=""mailto:sncf.relation.fournisseurs@sncf.fr"" style=""border: 0px; font-style: inherit; font-variant: inherit; font-stretch: inherit; font-optical-sizing: inherit; font-size-adjust: inherit; font-kerning: inherit; font-feature-settings: inherit; font-variation-settings: inherit; margin: 0px; padding: 0px; vertical-align: baseline;"" title=""mailto:sncf.relation.fournisseurs@sncf.fr""><span style=""border: 0px; font-style: inherit; font-variant: inherit; font-weight: inherit; font-stretch: inherit; font-size: 10.5pt; line-height: inherit; font-family: Avenir, serif, EmojiFont; font-optical-sizing: inherit; font-size-adjust: inherit; font-kerning: inherit; font-feature-settings: inherit; font-variation-settings: inherit; margin: 0px; padding: 0px; vertical-align: baseline; color: rgb(0, 136, 206);"">sncf.relation.fournisseurs@sncf.fr</span></a></p>Vous souhaitez devenir fournisseur:<b> </b><a href=""https://www.groupe-sncf.com/fr/groupe/fournisseurs"" style="""" target=""_blank"">Fournisseurs : organisations &amp; politique d'achat | Groupe SNCF</a><p aria-hidden=""true"" style=""color: rgb(36, 36, 36); font-size: 11pt; font-family: Calibri, sans-serif; margin-bottom: 0px;""><span data-teams=""true"">Vous souhaitez vous enregistrer dans l'application e@si :<span style=""font-size: inherit;""><strong> </strong></span><a aria-label=""Lien Portail Achats de la SNCF"" class=""fui-Link ___1q1shib f2hkw1w f3rmtva f1ewtqcl fyind8e f1k6fduh f1w7gpdv fk6fouc fjoy568 figsok6 f1s184ao f1mk8lai fnbmjn9 f1o700av f13mvf36 f1cmlufx f9n3di6 f1ids18y f1tx3yz7 f1deo86v f1eh06m1 f1iescvh fhgqx19 f1olyrje f1p93eir f1nev41a f1h8hb77 f1lqvz6u f10aw75t fsle3fq f17ae5zn"" href=""https://sncf.bravosolution.com/web/login.html"" id=""menur8k"" rel=""noreferrer noopener"" target=""_blank"" title=""https://sncf.bravosolution.com/web/login.html"">Portail Achats de la SNCF</a> </span></p><p aria-hidden=""true"" style=""text-align: justify; color: rgb(36, 36, 36); font-size: 11pt; font-family: Calibri, sans-serif; margin-bottom: 0px;""><span style='font-size:11.0pt;font-family:""Aptos"",sans-serif;mso-fareast-font-family:
Aptos;mso-fareast-theme-font:minor-latin;mso-bidi-font-family:Aptos;background:
yellow;mso-highlight:yellow;mso-ansi-language:FR;mso-fareast-language:EN-US;
mso-bidi-language:AR-SA'><br></span></p><p style=""color: rgb(36, 36, 36); font-size: 11pt; font-family: Calibri, sans-serif;""><b><span style=""border: 0px; font-style: inherit; font-variant: inherit; font-weight: inherit; font-stretch: inherit; font-size: 10.5pt; line-height: inherit; font-family: Avenir, serif, EmojiFont; font-optical-sizing: inherit; font-size-adjust: inherit; font-kerning: inherit; font-feature-settings: inherit; font-variation-settings: inherit; margin: 0px; padding: 0px; vertical-align: baseline; color: rgb(51, 51, 51);"">Historique des modifications :</span></b></p><p style=""color: rgb(36, 36, 36); font-size: 11pt; font-family: Calibri, sans-serif;""><span style=""border: 0px; font-style: inherit; font-variant: inherit; font-stretch: inherit; font-size: 10.5pt; line-height: inherit; font-family: Avenir, serif, EmojiFont; font-optical-sizing: inherit; font-size-adjust: inherit; font-kerning: inherit; font-feature-settings: inherit; font-variation-settings: inherit; margin: 0px; padding: 0px; vertical-align: baseline; color: rgb(51, 51, 51);"">Le jeu de données sera mis à jour régulièrement en fonction des différents projets et de vos retours. </span><b><span style=""border: 0px; font-style: inherit; font-variant: inherit; font-stretch: inherit; font-size: 10.5pt; line-height: inherit; font-family: Avenir, serif, EmojiFont; font-optical-sizing: inherit; font-size-adjust: inherit; font-kerning: inherit; font-feature-settings: inherit; font-variation-settings: inherit; margin: 0px; padding: 0px; vertical-align: baseline; color: rgb(51, 51, 51);"">Si vous voulez être tenus au courant des modifications et mises à jours de ce jeu de données, vous pouvez vous abonner en cliquant sur le bouton </span><span style=""color: rgb(51, 51, 51); font-family: Avenir, serif, EmojiFont; font-size: 10.5pt; font-style: inherit; font-variant-ligatures: inherit; font-variant-caps: inherit;"">""Suivre les mises à jour"" qui se trouve </span><span style=""font-size: 11pt;""><span style=""border: 0px; font-style: inherit; font-variant: inherit; font-stretch: inherit; font-size: 10.5pt; line-height: inherit; font-family: Avenir, serif, EmojiFont; font-optical-sizing: inherit; font-size-adjust: inherit; font-kerning: inherit; font-feature-settings: inherit; font-variation-settings: inherit; margin: 0px; padding: 0px; vertical-align: baseline; color: rgb(51, 51, 51);"">ci-dessous.</span></span></b></p><p style=""""><font color=""#333333"" face=""Avenir, serif, EmojiFont"">- Octobre 2024 (V1 du jeu de données)</font></p><p style=""""><font color=""#333333"" face=""Avenir, serif, EmojiFont"">- Février 2025 (MAJ du jeu de données)</font></p><p style=""""><font color=""#333333"" face=""Avenir, serif, EmojiFont"">- Juillet 2025 (MAJ du jeu de données)</font></p>";Achats;;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2025-07-15T08:34:55+00:00;False;True;2025-07-15T08:34:55+00:00;2025-07-18T08:17:09.883000+00:00;world_fr;True;France;MultiPolygon,Polygon;"{""coordinates"": [[[8.222926380112767, 51.08898942824453], [-5.141276596114039, 51.08898942824453], [-5.141276596114039, 42.33356308657676], [8.222926380112767, 42.33356308657676], [8.222926380112767, 51.08898942824453]]], ""type"": ""Polygon""}";;;618;INSEE IGN NaturalEarth;;;;;;False;;;;;;previweb-direction-des-achats-groupe-sncf-v4
